customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST-0018128,-17,3,6154.969999999999,4,2,4,10,High-Value
CUST-0018174,210,2,2124.74,1,1,1,3,Low-Value
CUST-0018194,78,3,3540.19,3,2,2,7,Mid-Value
CUST-0018220,270,2,2738.88,1,1,2,4,Low-Value
CUST-0018245,340,1,2556.7,1,1,2,4,Low-Value
CUST-0018249,50,4,8263.54,3,3,4,10,High-Value
CUST-0018260,-35,5,7565.450000000001,4,4,4,12,High-Value
CUST-0018269,82,3,4070.39,2,2,3,7,Mid-Value
CUST-0018275,183,4,6786.26,1,3,4,8,Mid-Value
CUST-0018339,266,1,2015.43,1,1,1,3,Low-Value
CUST-0018347,221,1,1554.17,1,1,1,3,Low-Value
CUST-0018351,63,4,6399.42,3,3,4,10,High-Value
CUST-0018362,273,1,1138.53,1,1,1,3,Low-Value
CUST-0018408,224,3,3917.77,1,2,2,5,Low-Value
CUST-0018425,342,1,1140.13,1,1,1,3,Low-Value
CUST-0018427,193,2,2514.26,1,1,1,3,Low-Value
CUST-0018488,97,3,4229.51,2,2,3,7,Mid-Value
CUST-0018496,125,4,4249.9,2,3,3,8,Mid-Value
CUST-0018517,175,4,6496.38,1,3,4,8,Mid-Value
CUST-0018560,267,5,5764.78,1,4,4,9,Mid-Value
CUST-0018584,108,2,3580.79,2,1,2,5,Low-Value
CUST-0018597,13,3,3649.0699999999997,3,2,2,7,Mid-Value
CUST-0018619,-17,1,1535.16,4,1,1,6,Low-Value
CUST-0018653,81,3,3553.62,2,2,2,6,Low-Value
CUST-0018671,-9,4,7278.72,4,3,4,11,High-Value
CUST-0018705,81,2,2853.88,2,1,2,5,Low-Value
CUST-0018733,-13,5,7792.66,4,4,4,12,High-Value
CUST-0018738,111,4,7655.59,2,3,4,9,Mid-Value
CUST-0018760,184,4,4452.79,1,3,3,7,Mid-Value
CUST-0018761,-30,3,4033.56,4,2,3,9,Mid-Value
CUST-0018775,143,3,5051.030000000001,2,2,3,7,Mid-Value
CUST-0018786,-7,3,4543.53,4,2,3,9,Mid-Value
CUST-0018796,-10,4,5483.4,4,3,3,10,High-Value
CUST-0018842,315,1,1832.51,1,1,1,3,Low-Value
CUST-0018853,210,3,4525.9,1,2,3,6,Low-Value
CUST-0018865,48,3,3674.83,3,2,2,7,Mid-Value
CUST-0018869,-39,4,4122.92,4,3,3,10,High-Value
CUST-0018874,-30,2,2263.51,4,1,1,6,Low-Value
CUST-0018893,33,2,2299.5699999999997,3,1,1,5,Low-Value
CUST-0018927,0,2,3600.17,3,1,2,6,Low-Value
CUST-0018948,233,3,3434.8700000000003,1,2,2,5,Low-Value
CUST-0018949,-21,1,1351.46,4,1,1,6,Low-Value
CUST-0018963,196,2,4133.74,1,1,3,5,Low-Value
CUST-0019007,211,2,2453.1800000000003,1,1,1,3,Low-Value
CUST-0019028,51,4,4430.95,3,3,3,9,Mid-Value
CUST-0019029,18,1,1136.71,3,1,1,5,Low-Value
CUST-0019045,117,4,7345.139999999999,2,3,4,9,Mid-Value
CUST-0019052,115,3,4062.8500000000004,2,2,3,7,Mid-Value
CUST-0019057,-9,1,1855.38,4,1,1,6,Low-Value
CUST-0019061,17,2,2589.46,3,1,2,6,Low-Value
CUST-0019111,3,2,3265.1099999999997,3,1,2,6,Low-Value
CUST-0019123,38,2,2085.52,3,1,1,5,Low-Value
CUST-0019140,-23,2,4325.07,4,1,3,8,Mid-Value
CUST-0019190,287,2,1866.07,1,1,1,3,Low-Value
CUST-0019194,253,1,368.56,1,1,1,3,Low-Value
CUST-0019199,-7,3,4916.03,4,2,3,9,Mid-Value
CUST-0019210,-1,3,3984.1099999999997,4,2,2,8,Mid-Value
CUST-0019336,192,2,2029.0,1,1,1,3,Low-Value
CUST-0019352,72,3,5007.38,3,2,3,8,Mid-Value
CUST-0019395,179,2,3447.91,1,1,2,4,Low-Value
CUST-0019423,34,3,5085.6900000000005,3,2,3,8,Mid-Value
CUST-0019429,145,4,3726.13,2,3,2,7,Mid-Value
CUST-0019477,122,4,3496.5199999999995,2,3,2,7,Mid-Value
CUST-0019479,132,6,9764.16,2,4,4,10,High-Value
CUST-0019511,30,4,6229.96,3,3,4,10,High-Value
CUST-0019521,153,1,1167.13,2,1,1,4,Low-Value
CUST-0019529,50,2,2964.74,3,1,2,6,Low-Value
CUST-0019538,270,2,3351.6800000000003,1,1,2,4,Low-Value
CUST-0019551,-43,2,2234.39,4,1,1,6,Low-Value
CUST-0019558,155,2,2237.79,2,1,1,4,Low-Value
CUST-0019563,131,6,8453.0,2,4,4,10,High-Value
CUST-0019595,136,4,6796.17,2,3,4,9,Mid-Value
CUST-0019596,57,1,1668.01,3,1,1,5,Low-Value
CUST-0019634,-17,3,4272.72,4,2,3,9,Mid-Value
CUST-0019635,20,4,2500.25,3,3,1,7,Mid-Value
CUST-0019659,230,3,4417.41,1,2,3,6,Low-Value
CUST-0019670,71,4,9700.52,3,3,4,10,High-Value
CUST-0019698,176,2,2902.84,1,1,2,4,Low-Value
CUST-0019781,-22,3,4490.91,4,2,3,9,Mid-Value
CUST-0019786,128,3,4904.51,2,2,3,7,Mid-Value
CUST-0019809,-11,3,5396.41,4,2,3,9,Mid-Value
CUST-0019849,130,3,7564.95,2,2,4,8,Mid-Value
CUST-0019879,281,3,3846.7,1,2,2,5,Low-Value
CUST-0019888,-43,3,3936.2299999999996,4,2,2,8,Mid-Value
CUST-0019891,-10,2,3225.83,4,1,2,7,Mid-Value
CUST-0019896,-21,2,3966.63,4,1,2,7,Mid-Value
CUST-0019936,161,3,3876.96,2,2,2,6,Low-Value
CUST-0019953,67,3,4835.47,3,2,3,8,Mid-Value
CUST-0019972,-11,2,2130.65,4,1,1,6,Low-Value
CUST-0019978,112,1,1284.11,2,1,1,4,Low-Value
CUST-0020007,-38,3,6175.23,4,2,4,10,High-Value
CUST-0020009,18,5,7217.58,3,4,4,11,High-Value
CUST-0020022,25,5,5604.650000000001,3,4,3,10,High-Value
CUST-0020033,4,3,3099.09,3,2,2,7,Mid-Value
CUST-0020047,121,3,4155.83,2,2,3,7,Mid-Value
CUST-0020073,-20,6,6247.37,4,4,4,12,High-Value
CUST-0020140,156,1,1398.46,2,1,1,4,Low-Value
CUST-0020142,205,4,4543.48,1,3,3,7,Mid-Value
CUST-0020146,152,1,1980.33,2,1,1,4,Low-Value
CUST-0020166,152,2,3285.7799999999997,2,1,2,5,Low-Value
CUST-0020183,-31,2,3314.49,4,1,2,7,Mid-Value
CUST-0020208,104,7,11846.699999999999,2,4,4,10,High-Value
CUST-0020217,-39,3,4504.8099999999995,4,2,3,9,Mid-Value
CUST-0020240,-44,4,8564.55,4,3,4,11,High-Value
CUST-0020255,-15,7,8792.630000000001,4,4,4,12,High-Value
CUST-0020300,88,2,3573.88,2,1,2,5,Low-Value
CUST-0020320,-25,3,4969.18,4,2,3,9,Mid-Value
CUST-0020328,296,1,1394.1,1,1,1,3,Low-Value
CUST-0020391,60,2,4149.67,3,1,3,7,Mid-Value
CUST-0020394,147,4,6229.74,2,3,4,9,Mid-Value
CUST-0020422,97,5,7745.379999999999,2,4,4,10,High-Value
CUST-0020427,238,4,5976.53,1,3,4,8,Mid-Value
CUST-0020444,108,4,5986.82,2,3,4,9,Mid-Value
CUST-0020468,61,6,9954.01,3,4,4,11,High-Value
CUST-0020473,-38,3,4997.32,4,2,3,9,Mid-Value
CUST-0020478,-15,3,5701.7,4,2,4,10,High-Value
CUST-0020497,150,3,5034.17,2,2,3,7,Mid-Value
CUST-0020505,126,4,4035.3900000000003,2,3,3,8,Mid-Value
CUST-0020519,-9,6,7079.49,4,4,4,12,High-Value
CUST-0020567,103,5,8702.560000000001,2,4,4,10,High-Value
CUST-0020599,44,3,4896.23,3,2,3,8,Mid-Value
CUST-0020638,96,4,6907.33,2,3,4,9,Mid-Value
CUST-0020665,261,5,6690.25,1,4,4,9,Mid-Value
CUST-0020667,185,6,8051.450000000001,1,4,4,9,Mid-Value
CUST-0020725,138,1,1866.37,2,1,1,4,Low-Value
CUST-0020730,-12,2,4044.2799999999997,4,1,3,8,Mid-Value
CUST-0020736,175,1,1772.34,1,1,1,3,Low-Value
CUST-0020746,63,3,4005.9700000000003,3,2,3,8,Mid-Value
CUST-0020769,163,2,2655.71,2,1,2,5,Low-Value
CUST-0020776,-4,4,6829.17,4,3,4,11,High-Value
CUST-0020836,110,3,5549.2,2,2,3,7,Mid-Value
CUST-0020846,199,4,6255.64,1,3,4,8,Mid-Value
CUST-0020848,329,2,2965.5600000000004,1,1,2,4,Low-Value
CUST-0020902,-3,3,4070.04,4,2,3,9,Mid-Value
CUST-0020915,2,3,4720.37,3,2,3,8,Mid-Value
CUST-0020956,47,5,6377.61,3,4,4,11,High-Value
CUST-0020960,259,2,2905.37,1,1,2,4,Low-Value
CUST-0020961,53,4,6339.12,3,3,4,10,High-Value
CUST-0020978,-7,1,694.76,4,1,1,6,Low-Value
CUST-0021010,242,3,5407.88,1,2,3,6,Low-Value
CUST-0021023,-14,2,3403.07,4,1,2,7,Mid-Value
CUST-0021030,195,1,1899.79,1,1,1,3,Low-Value
CUST-0021046,-16,2,2838.42,4,1,2,7,Mid-Value
CUST-0021080,207,3,5187.9,1,2,3,6,Low-Value
CUST-0021085,12,1,2296.62,3,1,1,5,Low-Value
CUST-0021107,304,3,3485.4900000000002,1,2,2,5,Low-Value
CUST-0021119,107,3,3292.9300000000003,2,2,2,6,Low-Value
CUST-0021135,174,3,3747.52,1,2,2,5,Low-Value
CUST-0021164,171,2,2161.66,1,1,1,3,Low-Value
CUST-0021188,-40,3,4446.59,4,2,3,9,Mid-Value
CUST-0021191,-39,4,6030.4400000000005,4,3,4,11,High-Value
CUST-0021224,-6,2,2272.08,4,1,1,6,Low-Value
CUST-0021232,154,3,5394.469999999999,2,2,3,7,Mid-Value
CUST-0021235,-38,4,6363.9400000000005,4,3,4,11,High-Value
CUST-0021253,84,5,8655.3,2,4,4,10,High-Value
CUST-0021265,122,3,4599.9400000000005,2,2,3,7,Mid-Value
CUST-0021285,156,4,7151.83,2,3,4,9,Mid-Value
CUST-0021299,157,3,3849.37,2,2,2,6,Low-Value
CUST-0021358,164,2,2650.81,2,1,2,5,Low-Value
CUST-0021365,234,2,2349.83,1,1,1,3,Low-Value
CUST-0021368,8,3,4945.96,3,2,3,8,Mid-Value
CUST-0021378,221,4,5498.639999999999,1,3,3,7,Mid-Value
CUST-0021388,79,4,5770.97,2,3,4,9,Mid-Value
CUST-0021456,153,3,4001.5899999999997,2,2,3,7,Mid-Value
CUST-0021457,-40,1,1699.34,4,1,1,6,Low-Value
CUST-0021479,191,2,3244.3,1,1,2,4,Low-Value
CUST-0021483,25,3,5529.94,3,2,3,8,Mid-Value
CUST-0021493,54,2,1755.3400000000001,3,1,1,5,Low-Value
CUST-0021513,-30,4,5850.15,4,3,4,11,High-Value
CUST-0021515,195,2,2884.73,1,1,2,4,Low-Value
CUST-0021523,237,1,2304.53,1,1,1,3,Low-Value
CUST-0021528,4,3,4442.17,3,2,3,8,Mid-Value
CUST-0021536,-18,2,4210.53,4,1,3,8,Mid-Value
CUST-0021566,12,1,736.01,3,1,1,5,Low-Value
CUST-0021573,77,3,4804.3,3,2,3,8,Mid-Value
CUST-0021577,-30,3,4107.93,4,2,3,9,Mid-Value
CUST-0021585,-42,7,11297.210000000001,4,4,4,12,High-Value
CUST-0021599,91,3,4580.54,2,2,3,7,Mid-Value
CUST-0021605,170,5,8119.09,2,4,4,10,High-Value
CUST-0021623,14,3,4848.62,3,2,3,8,Mid-Value
CUST-0021660,21,5,8647.29,3,4,4,11,High-Value
CUST-0021680,171,1,150.0,1,1,1,3,Low-Value
CUST-0021681,196,2,3252.3199999999997,1,1,2,4,Low-Value
CUST-0021683,41,6,7600.91,3,4,4,11,High-Value
CUST-0021704,105,3,2990.91,2,2,2,6,Low-Value
CUST-0021711,218,3,4177.11,1,2,3,6,Low-Value
CUST-0021713,115,2,2130.8199999999997,2,1,1,4,Low-Value
CUST-0021716,16,2,3603.87,3,1,2,6,Low-Value
CUST-0021732,11,4,6003.64,3,3,4,10,High-Value
CUST-0021736,209,1,1955.28,1,1,1,3,Low-Value
CUST-0021746,-8,2,2460.31,4,1,1,6,Low-Value
CUST-0021750,109,3,3478.76,2,2,2,6,Low-Value
CUST-0021824,19,2,4855.0,3,1,3,7,Mid-Value
CUST-0021844,-23,6,8374.24,4,4,4,12,High-Value
CUST-0021849,-24,1,1024.35,4,1,1,6,Low-Value
CUST-0021850,89,1,2006.59,2,1,1,4,Low-Value
CUST-0021890,-5,2,2520.06,4,1,1,6,Low-Value
CUST-0021917,9,2,2796.56,3,1,2,6,Low-Value
CUST-0021930,-11,4,4663.88,4,3,3,10,High-Value
CUST-0021951,-28,4,4445.76,4,3,3,10,High-Value
CUST-0021990,187,2,1428.13,1,1,1,3,Low-Value
CUST-0021995,250,3,3651.76,1,2,2,5,Low-Value
CUST-0022001,-19,4,7305.01,4,3,4,11,High-Value
CUST-0022045,79,5,9268.82,2,4,4,10,High-Value
CUST-0022083,6,3,3795.9399999999996,3,2,2,7,Mid-Value
CUST-0022167,174,3,3706.3900000000003,1,2,2,5,Low-Value
CUST-0022187,209,1,1043.49,1,1,1,3,Low-Value
CUST-0022188,17,5,8817.96,3,4,4,11,High-Value
CUST-0022199,111,2,3876.48,2,1,2,5,Low-Value
CUST-0022210,32,1,1428.27,3,1,1,5,Low-Value
CUST-0022212,218,3,3501.55,1,2,2,5,Low-Value
CUST-0022236,180,2,3014.8,1,1,2,4,Low-Value
CUST-0022254,-32,2,2461.58,4,1,1,6,Low-Value
CUST-0022304,153,4,6437.9400000000005,2,3,4,9,Mid-Value
CUST-0022329,0,4,4735.17,3,3,3,9,Mid-Value
CUST-0022333,88,7,11079.52,2,4,4,10,High-Value
CUST-0022356,-13,3,4467.86,4,2,3,9,Mid-Value
CUST-0022390,207,1,968.19,1,1,1,3,Low-Value
CUST-0022416,218,4,7820.18,1,3,4,8,Mid-Value
CUST-0022436,14,4,5281.15,3,3,3,9,Mid-Value
CUST-0022447,39,4,5931.74,3,3,4,10,High-Value
CUST-0022458,8,1,1147.86,3,1,1,5,Low-Value
CUST-0022489,101,4,7621.0599999999995,2,3,4,9,Mid-Value
CUST-0022505,113,4,6242.96,2,3,4,9,Mid-Value
CUST-0022509,155,2,2693.08,2,1,2,5,Low-Value
CUST-0022516,53,2,3462.71,3,1,2,6,Low-Value
CUST-0022536,12,1,1688.14,3,1,1,5,Low-Value
CUST-0022539,334,1,1450.37,1,1,1,3,Low-Value
CUST-0022549,170,4,5586.11,2,3,3,8,Mid-Value
CUST-0022591,-44,3,3982.66,4,2,2,8,Mid-Value
CUST-0022619,213,1,1869.25,1,1,1,3,Low-Value
CUST-0022628,55,6,10018.17,3,4,4,11,High-Value
CUST-0022634,77,6,11881.46,3,4,4,11,High-Value
CUST-0022642,264,2,4032.87,1,1,3,5,Low-Value
CUST-0022657,97,5,4616.85,2,4,3,9,Mid-Value
CUST-0022667,-22,1,1249.21,4,1,1,6,Low-Value
CUST-0022679,34,4,4888.79,3,3,3,9,Mid-Value
CUST-0022694,-17,3,3728.61,4,2,2,8,Mid-Value
CUST-0022701,50,3,4982.4,3,2,3,8,Mid-Value
CUST-0022767,30,1,1251.98,3,1,1,5,Low-Value
CUST-0022771,-4,1,946.45,4,1,1,6,Low-Value
CUST-0022787,90,3,4481.31,2,2,3,7,Mid-Value
CUST-0022803,-2,2,3440.09,4,1,2,7,Mid-Value
CUST-0022811,232,1,1328.84,1,1,1,3,Low-Value
CUST-0022817,-41,7,10411.869999999999,4,4,4,12,High-Value
CUST-0022819,196,3,4878.27,1,2,3,6,Low-Value
CUST-0022823,-21,3,4646.05,4,2,3,9,Mid-Value
CUST-0022842,265,3,4855.71,1,2,3,6,Low-Value
CUST-0022891,165,2,3814.26,2,1,2,5,Low-Value
CUST-0022892,10,5,7631.13,3,4,4,11,High-Value
CUST-0022930,203,2,2992.77,1,1,2,4,Low-Value
CUST-0022937,12,3,3998.59,3,2,3,8,Mid-Value
CUST-0022962,171,2,3741.2200000000003,1,1,2,4,Low-Value
CUST-0022963,-1,1,1573.35,4,1,1,6,Low-Value
CUST-0022977,150,2,2979.5299999999997,2,1,2,5,Low-Value
CUST-0022979,53,5,7685.0599999999995,3,4,4,11,High-Value
CUST-0023078,233,1,2046.21,1,1,1,3,Low-Value
CUST-0023112,243,1,979.98,1,1,1,3,Low-Value
CUST-0023119,212,1,1660.47,1,1,1,3,Low-Value
CUST-0023127,104,4,3594.99,2,3,2,7,Mid-Value
CUST-0023142,54,2,2895.27,3,1,2,6,Low-Value
CUST-0023214,125,2,3930.92,2,1,2,5,Low-Value
CUST-0023218,144,2,2955.82,2,1,2,5,Low-Value
CUST-0023220,153,4,5832.219999999999,2,3,4,9,Mid-Value
CUST-0023221,223,4,5717.75,1,3,4,8,Mid-Value
CUST-0023228,91,2,2922.92,2,1,2,5,Low-Value
CUST-0023235,123,4,3226.25,2,3,2,7,Mid-Value
CUST-0023240,-22,4,7340.17,4,3,4,11,High-Value
CUST-0023297,248,4,4573.85,1,3,3,7,Mid-Value
CUST-0023313,229,2,3253.88,1,1,2,4,Low-Value
CUST-0023332,12,3,4844.62,3,2,3,8,Mid-Value
CUST-0023350,-24,4,5405.1900000000005,4,3,3,10,High-Value
CUST-0023354,-22,2,2515.48,4,1,1,6,Low-Value
CUST-0023360,-38,5,6278.22,4,4,4,12,High-Value
CUST-0023366,40,3,3883.43,3,2,2,7,Mid-Value
CUST-0023368,174,2,1814.92,1,1,1,3,Low-Value
CUST-0023372,-10,3,6194.66,4,2,4,10,High-Value
CUST-0023379,95,3,4858.110000000001,2,2,3,7,Mid-Value
CUST-0023382,7,2,3557.78,3,1,2,6,Low-Value
CUST-0023389,107,2,3457.48,2,1,2,5,Low-Value
CUST-0023469,-9,2,2579.6,4,1,2,7,Mid-Value
CUST-0023471,41,4,5760.34,3,3,4,10,High-Value
CUST-0023485,-10,3,5747.68,4,2,4,10,High-Value
CUST-0023507,115,6,10282.34,2,4,4,10,High-Value
CUST-0023577,-36,2,3848.41,4,1,2,7,Mid-Value
CUST-0023622,228,3,4190.53,1,2,3,6,Low-Value
CUST-0023628,232,3,5069.44,1,2,3,6,Low-Value
CUST-0023657,-13,3,3789.25,4,2,2,8,Mid-Value
CUST-0023658,291,2,2900.42,1,1,2,4,Low-Value
CUST-0023669,160,2,2630.41,2,1,2,5,Low-Value
CUST-0023687,160,3,3621.19,2,2,2,6,Low-Value
CUST-0023710,-21,4,5270.35,4,3,3,10,High-Value
CUST-0023721,-12,2,3689.79,4,1,2,7,Mid-Value
CUST-0023723,-29,3,4690.48,4,2,3,9,Mid-Value
CUST-0023787,233,2,3070.52,1,1,2,4,Low-Value
CUST-0023839,230,4,7353.74,1,3,4,8,Mid-Value
CUST-0023858,310,1,2109.41,1,1,1,3,Low-Value
CUST-0023908,196,5,4827.75,1,4,3,8,Mid-Value
CUST-0023912,-13,2,2694.73,4,1,2,7,Mid-Value
CUST-0023917,-14,2,2885.29,4,1,2,7,Mid-Value
CUST-0023973,198,3,3725.5,1,2,2,5,Low-Value
CUST-0023974,179,3,4166.4400000000005,1,2,3,6,Low-Value
CUST-0024008,-5,3,6416.93,4,2,4,10,High-Value
CUST-0024026,143,3,4484.81,2,2,3,7,Mid-Value
CUST-0024064,85,2,3339.3199999999997,2,1,2,5,Low-Value
CUST-0024078,-10,2,3574.92,4,1,2,7,Mid-Value
CUST-0024094,96,4,4650.39,2,3,3,8,Mid-Value
CUST-0024099,243,2,3715.8,1,1,2,4,Low-Value
CUST-0024105,-17,2,2915.11,4,1,2,7,Mid-Value
CUST-0024113,6,6,9022.06,3,4,4,11,High-Value
CUST-0024124,175,4,3590.75,1,3,2,6,Low-Value
CUST-0024128,152,4,5237.57,2,3,3,8,Mid-Value
CUST-0024145,173,1,850.44,1,1,1,3,Low-Value
CUST-0024188,95,6,6777.59,2,4,4,10,High-Value
CUST-0024195,216,5,6769.6,1,4,4,9,Mid-Value
CUST-0024198,148,5,8133.87,2,4,4,10,High-Value
CUST-0024212,-31,3,5054.6,4,2,3,9,Mid-Value
CUST-0024252,-4,1,781.65,4,1,1,6,Low-Value
CUST-0024260,-25,4,5431.18,4,3,3,10,High-Value
CUST-0024264,59,3,5135.57,3,2,3,8,Mid-Value
CUST-0024296,237,1,1639.45,1,1,1,3,Low-Value
CUST-0024307,249,2,2494.89,1,1,1,3,Low-Value
CUST-0024311,10,3,4373.47,3,2,3,8,Mid-Value
CUST-0024323,170,2,2397.52,2,1,1,4,Low-Value
CUST-0024337,109,6,8077.02,2,4,4,10,High-Value
CUST-0024350,122,4,4157.58,2,3,3,8,Mid-Value
CUST-0024359,63,4,7015.53,3,3,4,10,High-Value
CUST-0024363,-27,4,7121.75,4,3,4,11,High-Value
CUST-0024392,-40,6,6990.280000000001,4,4,4,12,High-Value
CUST-0024455,159,2,2463.96,2,1,1,4,Low-Value
CUST-0024477,84,5,6223.969999999999,2,4,4,10,High-Value
CUST-0024499,-6,2,2309.36,4,1,1,6,Low-Value
CUST-0024527,57,3,4535.36,3,2,3,8,Mid-Value
CUST-0024534,258,2,4424.22,1,1,3,5,Low-Value
CUST-0024547,164,2,2287.01,2,1,1,4,Low-Value
CUST-0024553,83,3,5059.97,2,2,3,7,Mid-Value
CUST-0024590,186,2,3579.74,1,1,2,4,Low-Value
CUST-0024635,-19,2,2479.68,4,1,1,6,Low-Value
CUST-0024685,101,4,4529.33,2,3,3,8,Mid-Value
CUST-0024687,-3,2,2899.73,4,1,2,7,Mid-Value
CUST-0024699,165,3,3825.1,2,2,2,6,Low-Value
CUST-0024706,27,6,9684.49,3,4,4,11,High-Value
CUST-0024724,79,4,5062.88,2,3,3,8,Mid-Value
CUST-0024742,214,4,7095.62,1,3,4,8,Mid-Value
CUST-0024809,21,6,7561.38,3,4,4,11,High-Value
CUST-0024823,-5,3,6433.01,4,2,4,10,High-Value
CUST-0024840,10,3,2946.59,3,2,2,7,Mid-Value
CUST-0024847,-28,1,1971.03,4,1,1,6,Low-Value
CUST-0024886,56,2,2744.82,3,1,2,6,Low-Value
CUST-0024922,161,3,4382.15,2,2,3,7,Mid-Value
CUST-0024945,154,1,1404.11,2,1,1,4,Low-Value
CUST-0024953,-6,3,3755.2,4,2,2,8,Mid-Value
CUST-0024974,42,3,5565.85,3,2,3,8,Mid-Value
CUST-0024983,150,2,3290.04,2,1,2,5,Low-Value
CUST-0024986,-43,2,4163.98,4,1,3,8,Mid-Value
CUST-0025007,-37,1,1521.12,4,1,1,6,Low-Value
CUST-0025023,121,1,1216.98,2,1,1,4,Low-Value
CUST-0025024,-7,2,3959.9300000000003,4,1,2,7,Mid-Value
CUST-0025030,132,3,3175.17,2,2,2,6,Low-Value
CUST-0025061,-18,5,8127.62,4,4,4,12,High-Value
CUST-0025114,247,4,6639.24,1,3,4,8,Mid-Value
CUST-0025116,125,2,2567.08,2,1,2,5,Low-Value
CUST-0025145,174,4,6610.93,1,3,4,8,Mid-Value
CUST-0025147,103,2,4282.18,2,1,3,6,Low-Value
CUST-0025157,-25,1,1327.25,4,1,1,6,Low-Value
CUST-0025179,66,4,6356.0,3,3,4,10,High-Value
CUST-0025182,227,1,374.6,1,1,1,3,Low-Value
CUST-0025183,-1,2,3040.6800000000003,4,1,2,7,Mid-Value
CUST-0025198,10,3,3948.84,3,2,2,7,Mid-Value
CUST-0025202,-12,3,3294.69,4,2,2,8,Mid-Value
CUST-0025214,288,2,3946.27,1,1,2,4,Low-Value
CUST-0025242,228,3,5409.35,1,2,3,6,Low-Value
CUST-0025254,209,4,7051.7,1,3,4,8,Mid-Value
CUST-0025262,91,4,6703.09,2,3,4,9,Mid-Value
CUST-0025305,64,4,7172.33,3,3,4,10,High-Value
CUST-0025309,128,4,6614.62,2,3,4,9,Mid-Value
CUST-0025315,254,3,4673.08,1,2,3,6,Low-Value
CUST-0025335,12,2,2255.24,3,1,1,5,Low-Value
CUST-0025340,-31,3,5520.87,4,2,3,9,Mid-Value
CUST-0025347,-44,2,1950.89,4,1,1,6,Low-Value
CUST-0025375,216,3,4746.58,1,2,3,6,Low-Value
CUST-0025390,48,4,6195.75,3,3,4,10,High-Value
CUST-0025410,116,5,7371.77,2,4,4,10,High-Value
CUST-0025414,108,4,4530.07,2,3,3,8,Mid-Value
CUST-0025473,-27,1,641.08,4,1,1,6,Low-Value
CUST-0025491,103,3,3859.42,2,2,2,6,Low-Value
CUST-0025500,254,4,6764.25,1,3,4,8,Mid-Value
CUST-0025523,210,4,7987.39,1,3,4,8,Mid-Value
CUST-0025531,218,2,2501.04,1,1,1,3,Low-Value
CUST-0025537,-15,2,2793.55,4,1,2,7,Mid-Value
CUST-0025595,-3,1,2205.14,4,1,1,6,Low-Value
CUST-0025627,144,1,1232.02,2,1,1,4,Low-Value
CUST-0025638,243,3,3699.41,1,2,2,5,Low-Value
CUST-0025648,97,6,7873.26,2,4,4,10,High-Value
CUST-0025654,82,4,7602.32,2,3,4,9,Mid-Value
CUST-0025666,-16,3,4091.14,4,2,3,9,Mid-Value
CUST-0025719,185,2,2500.8199999999997,1,1,1,3,Low-Value
CUST-0025770,9,3,4134.389999999999,3,2,3,8,Mid-Value
CUST-0025775,-37,5,5982.43,4,4,4,12,High-Value
CUST-0025783,115,5,5895.59,2,4,4,10,High-Value
CUST-0025815,121,4,6031.799999999999,2,3,4,9,Mid-Value
CUST-0025820,130,5,6054.530000000001,2,4,4,10,High-Value
CUST-0025890,155,2,2878.09,2,1,2,5,Low-Value
CUST-0025929,-2,6,10111.5,4,4,4,12,High-Value
CUST-0025950,-37,3,5615.84,4,2,3,9,Mid-Value
CUST-0025987,-33,5,6584.48,4,4,4,12,High-Value
CUST-0026018,-30,2,4035.7799999999997,4,1,3,8,Mid-Value
CUST-0026021,-18,4,5252.65,4,3,3,10,High-Value
CUST-0026044,113,3,4480.08,2,2,3,7,Mid-Value
CUST-0026059,19,2,2611.23,3,1,2,6,Low-Value
CUST-0026113,289,2,3345.9700000000003,1,1,2,4,Low-Value
CUST-0026124,2,2,4088.7,3,1,3,7,Mid-Value
CUST-0026130,-42,5,6995.45,4,4,4,12,High-Value
CUST-0026137,181,2,2567.31,1,1,2,4,Low-Value
CUST-0026192,-28,2,1795.63,4,1,1,6,Low-Value
CUST-0026243,-42,3,2595.55,4,2,2,8,Mid-Value
CUST-0026312,173,4,5742.83,1,3,4,8,Mid-Value
CUST-0026329,34,2,4215.58,3,1,3,7,Mid-Value
CUST-0026388,-1,4,6143.82,4,3,4,11,High-Value
CUST-0026410,-21,3,4247.21,4,2,3,9,Mid-Value
CUST-0026430,-33,6,7209.7,4,4,4,12,High-Value
CUST-0026435,140,1,1631.55,2,1,1,4,Low-Value
CUST-0026447,253,2,3584.58,1,1,2,4,Low-Value
CUST-0026465,-34,4,6067.889999999999,4,3,4,11,High-Value
CUST-0026467,124,5,9180.63,2,4,4,10,High-Value
CUST-0026468,78,5,7731.14,3,4,4,11,High-Value
CUST-0026475,-20,1,791.51,4,1,1,6,Low-Value
CUST-0026484,113,4,5559.77,2,3,3,8,Mid-Value
CUST-0026496,316,1,1733.49,1,1,1,3,Low-Value
CUST-0026510,14,3,3346.23,3,2,2,7,Mid-Value
CUST-0026513,42,5,7008.99,3,4,4,11,High-Value
CUST-0026522,-36,2,2701.85,4,1,2,7,Mid-Value
CUST-0026535,87,2,2180.02,2,1,1,4,Low-Value
CUST-0026536,-28,5,3975.6,4,4,2,10,High-Value
CUST-0026559,24,2,2666.7799999999997,3,1,2,6,Low-Value
CUST-0026571,165,1,853.07,2,1,1,4,Low-Value
